C_seq3	seq7	100.00	14	0	0	412	425	74	87	0.007	28.2
C_seq3	C_seq8	100.00	165	0	0	274	438	1	165	5e-93	 327
C_seq3	C_seq8	100.00	14	0	0	412	425	152	139	0.007	28.2
seq4	C_seq5	100.00	498	0	0	1	498	498	1	0.0	 987
seq4	C_seq5	100.00	14	0	0	74	87	412	425	0.008	28.2
seq4	seq4	100.00	498	0	0	1	498	1	498	0.0	 987
seq4	seq4	100.00	14	0	0	74	87	87	74	0.008	28.2
seq4	seq2	100.00	498	0	0	1	498	1	498	0.0	 987
seq4	seq2	100.00	14	0	0	74	87	87	74	0.008	28.2
seq4	C_seq1	100.00	498	0	0	1	498	498	1	0.0	 987
seq4	C_seq1	100.00	14	0	0	74	87	412	425	0.008	28.2
seq4	seq10	96.51	516	0	1	1	498	1	516	0.0	 906
seq4	seq10	100.00	14	0	0	74	87	87	74	0.008	28.2
seq4	C_seq3	100.00	438	0	0	61	498	438	1	0.0	 868
seq4	C_seq3	100.00	14	0	0	74	87	412	425	0.008	28.2
seq4	seq12	96.05	456	0	1	61	498	1	456	0.0	 787
seq4	seq12	100.00	14	0	0	74	87	27	14	0.008	28.2
seq4	C_seq11	96.05	456	0	1	61	498	456	1	0.0	 787
seq4	C_seq11	100.00	14	0	0	74	87	430	443	0.008	28.2
seq4	seq9	100.00	244	0	0	241	484	1	244	4e-140	 484
seq4	seq9	100.00	240	0	0	1	240	241	480	1e-137	 476
seq4	seq9	100.00	18	0	0	481	498	481	498	3e-05	36.2
seq4	seq9	100.00	14	0	0	74	87	327	314	0.008	28.2
seq4	seq6	100.00	235	0	0	1	235	1	235	1e-134	 466
seq4	seq6	100.00	14	0	0	74	87	87	74	0.008	28.2
seq4	seq7	100.00	229	0	0	1	229	1	229	4e-131	 454
seq4	seq7	100.00	14	0	0	74	87	87	74	0.008	28.2
seq4	C_seq8	100.00	225	0	0	1	225	225	1	9e-129	 446
seq4	C_seq8	100.00	14	0	0	74	87	139	152	0.008	28.2
C_seq5	C_seq5	100.00	498	0	0	1	498	1	498	0.0	 987
C_seq5	C_seq5	100.00	14	0	0	412	425	425	412	0.008	28.2
C_seq5	seq4	100.00	498	0	0	1	498	498	1	0.0	 987
C_seq5	seq4	100.00	14	0	0	412	425	74	87	0.008	28.2
C_seq5	seq2	100.00	498	0	0	1	498	498	1	0.0	 987
C_seq5	seq2	100.00	14	0	0	412	425	74	87	0.008	28.2
C_seq5	C_seq1	100.00	498	0	0	1	498	1	498	0.0	 987
C_seq5	C_seq1	100.00	14	0	0	412	425	425	412	0.008	28.2
C_seq5	seq10	96.51	516	0	1	1	498	516	1	0.0	 906
C_seq5	seq10	100.00	14	0	0	412	425	74	87	0.008	28.2
C_seq5	C_seq3	100.00	438	0	0	1	438	1	438	0.0	 868
C_seq5	C_seq3	100.00	14	0	0	412	425	425	412	0.008	28.2
C_seq5	seq12	96.05	456	0	1	1	438	456	1	0.0	 787
C_seq5	seq12	100.00	14	0	0	412	425	14	27	0.008	28.2
C_seq5	C_seq11	96.05	456	0	1	1	438	1	456	0.0	 787
C_seq5	C_seq11	100.00	14	0	0	412	425	443	430	0.008	28.2
C_seq5	seq9	100.00	244	0	0	15	258	244	1	4e-140	 484
C_seq5	seq9	100.00	240	0	0	259	498	480	241	1e-137	 476
C_seq5	seq9	100.00	18	0	0	1	18	498	481	3e-05	36.2
C_seq5	seq9	100.00	14	0	0	412	425	314	327	0.008	28.2
C_seq5	seq6	100.00	235	0	0	264	498	235	1	1e-134	 466
C_seq5	seq6	100.00	14	0	0	412	425	74	87	0.008	28.2
C_seq5	seq7	100.00	229	0	0	270	498	229	1	4e-131	 454
C_seq5	seq7	100.00	14	0	0	412	425	74	87	0.008	28.2
C_seq5	C_seq8	100.00	225	0	0	274	498	1	225	9e-129	 446
C_seq5	C_seq8	100.00	14	0	0	412	425	152	139	0.008	28.2
seq6	seq10	100.00	235	0	0	1	235	1	235	5e-135	 466
seq6	seq10	100.00	14	0	0	74	87	87	74	0.003	28.2
seq6	seq9	100.00	235	0	0	1	235	241	475	5e-135	 466
seq6	seq9	100.00	14	0	0	74	87	327	314	0.003	28.2
seq6	seq6	100.00	235	0	0	1	235	1	235	5e-135	 466
seq6	seq6	100.00	14	0	0	74	87	87	74	0.003	28.2
seq6	C_seq5	100.00	235	0	0	1	235	498	264	5e-135	 466
seq6	C_seq5	100.00	14	0	0	74	87	412	425	0.003	28.2
seq6	seq4	100.00	235	0	0	1	235	1	235	5e-135	 466
seq6	seq4	100.00	14	0	0	74	87	87	74	0.003	28.2
seq6	seq2	100.00	235	0	0	1	235	1	235	5e-135	 466
seq6	seq2	100.00	14	0	0	74	87	87	74	0.003	28.2
seq6	C_seq1	100.00	235	0	0	1	235	498	264	5e-135	 466
seq6	C_seq1	100.00	14	0	0	74	87	412	425	0.003	28.2
seq6	seq7	100.00	229	0	0	1	229	1	229	2e-131	 454
seq6	seq7	100.00	14	0	0	74	87	87	74	0.003	28.2
seq6	C_seq8	100.00	225	0	0	1	225	225	1	4e-129	 446
seq6	C_seq8	100.00	14	0	0	74	87	139	152	0.003	28.2
seq6	seq12	100.00	175	0	0	61	235	1	175	3e-99	 347
seq6	seq12	100.00	14	0	0	74	87	27	14	0.003	28.2
seq6	C_seq11	100.00	175	0	0	61	235	456	282	3e-99	 347
seq6	C_seq11	100.00	14	0	0	74	87	430	443	0.003	28.2
seq6	C_seq3	100.00	175	0	0	61	235	438	264	3e-99	 347
seq6	C_seq3	100.00	14	0	0	74	87	412	425	0.003	28.2
seq7	seq10	100.00	229	0	0	1	229	1	229	2e-131	 454
seq7	seq10	100.00	14	0	0	74	87	87	74	0.003	28.2
seq7	seq9	100.00	229	0	0	1	229	241	469	2e-131	 454
seq7	seq9	100.00	14	0	0	74	87	327	314	0.003	28.2
seq7	seq7	100.00	229	0	0	1	229	1	229	2e-131	 454
seq7	seq7	100.00	14	0	0	74	87	87	74	0.003	28.2
seq7	seq6	100.00	229	0	0	1	229	1	229	2e-131	 454
seq7	seq6	100.00	14	0	0	74	87	87	74	0.003	28.2
seq7	C_seq5	100.00	229	0	0	1	229	498	270	2e-131	 454
seq7	C_seq5	100.00	14	0	0	74	87	412	425	0.003	28.2
seq7	seq4	100.00	229	0	0	1	229	1	229	2e-131	 454
seq7	seq4	100.00	14	0	0	74	87	87	74	0.003	28.2
seq7	seq2	100.00	229	0	0	1	229	1	229	2e-131	 454
seq7	seq2	100.00	14	0	0	74	87	87	74	0.003	28.2
seq7	C_seq1	100.00	229	0	0	1	229	498	270	2e-131	 454
seq7	C_seq1	100.00	14	0	0	74	87	412	425	0.003	28.2
seq7	C_seq8	100.00	225	0	0	1	225	225	1	4e-129	 446
seq7	C_seq8	100.00	14	0	0	74	87	139	152	0.003	28.2
seq7	seq12	100.00	169	0	0	61	229	1	169	1e-95	 335
seq7	seq12	100.00	14	0	0	74	87	27	14	0.003	28.2
seq7	C_seq11	100.00	169	0	0	61	229	456	288	1e-95	 335
seq7	C_seq11	100.00	14	0	0	74	87	430	443	0.003	28.2
seq7	C_seq3	100.00	169	0	0	61	229	438	270	1e-95	 335
seq7	C_seq3	100.00	14	0	0	74	87	412	425	0.003	28.2
C_seq8	seq10	100.00	225	0	0	1	225	225	1	4e-129	 446
C_seq8	seq10	100.00	14	0	0	139	152	74	87	0.003	28.2
C_seq8	seq9	100.00	225	0	0	1	225	465	241	4e-129	 446
C_seq8	seq9	100.00	14	0	0	139	152	314	327	0.003	28.2
C_seq8	C_seq8	100.00	225	0	0	1	225	1	225	4e-129	 446
C_seq8	C_seq8	100.00	14	0	0	139	152	152	139	0.003	28.2
C_seq8	seq7	100.00	225	0	0	1	225	225	1	4e-129	 446
C_seq8	seq7	100.00	14	0	0	139	152	74	87	0.003	28.2
C_seq8	seq6	100.00	225	0	0	1	225	225	1	4e-129	 446
C_seq8	seq6	100.00	14	0	0	139	152	74	87	0.003	28.2
C_seq8	C_seq5	100.00	225	0	0	1	225	274	498	4e-129	 446
C_seq8	C_seq5	100.00	14	0	0	139	152	425	412	0.003	28.2
C_seq8	seq4	100.00	225	0	0	1	225	225	1	4e-129	 446
C_seq8	seq4	100.00	14	0	0	139	152	74	87	0.003	28.2
C_seq8	seq2	100.00	225	0	0	1	225	225	1	4e-129	 446
C_seq8	seq2	100.00	14	0	0	139	152	74	87	0.003	28.2
C_seq8	C_seq1	100.00	225	0	0	1	225	274	498	4e-129	 446
C_seq8	C_seq1	100.00	14	0	0	139	152	425	412	0.003	28.2
C_seq8	seq12	100.00	165	0	0	1	165	165	1	3e-93	 327
C_seq8	seq12	100.00	14	0	0	139	152	14	27	0.003	28.2
C_seq8	C_seq11	100.00	165	0	0	1	165	292	456	3e-93	 327
C_seq8	C_seq11	100.00	14	0	0	139	152	443	430	0.003	28.2
C_seq8	C_seq3	100.00	165	0	0	1	165	274	438	3e-93	 327
C_seq8	C_seq3	100.00	14	0	0	139	152	425	412	0.003	28.2
seq9	seq9	100.00	498	0	0	1	498	1	498	0.0	 987
seq9	seq9	100.00	14	0	0	314	327	327	314	0.008	28.2
seq9	seq12	100.00	244	0	0	1	244	199	442	4e-140	 484
seq9	seq12	100.00	181	0	0	301	481	1	181	2e-102	 359
seq9	seq12	100.00	18	0	0	481	498	439	456	3e-05	36.2
seq9	seq12	100.00	14	0	0	314	327	27	14	0.008	28.2
seq9	C_seq11	100.00	244	0	0	1	244	258	15	4e-140	 484
seq9	C_seq11	100.00	181	0	0	301	481	456	276	2e-102	 359
seq9	C_seq11	100.00	18	0	0	481	498	18	1	3e-05	36.2
seq9	C_seq11	100.00	14	0	0	314	327	430	443	0.008	28.2
seq9	seq10	100.00	244	0	0	1	244	259	502	4e-140	 484
seq9	seq10	100.00	241	0	0	241	481	1	241	3e-138	 478
seq9	seq10	100.00	18	0	0	481	498	499	516	3e-05	36.2
seq9	seq10	100.00	14	0	0	314	327	87	74	0.008	28.2
seq9	C_seq5	100.00	244	0	0	1	244	258	15	4e-140	 484
seq9	C_seq5	100.00	240	0	0	241	480	498	259	1e-137	 476
seq9	C_seq5	100.00	18	0	0	481	498	18	1	3e-05	36.2
seq9	C_seq5	100.00	14	0	0	314	327	412	425	0.008	28.2
seq9	seq4	100.00	244	0	0	1	244	241	484	4e-140	 484
seq9	seq4	100.00	240	0	0	241	480	1	240	1e-137	 476
seq9	seq4	100.00	18	0	0	481	498	481	498	3e-05	36.2
seq9	seq4	100.00	14	0	0	314	327	87	74	0.008	28.2
seq9	C_seq3	100.00	244	0	0	1	244	258	15	4e-140	 484
seq9	C_seq3	100.00	180	0	0	301	480	438	259	7e-102	 357
seq9	C_seq3	100.00	18	0	0	481	498	18	1	3e-05	36.2
seq9	C_seq3	100.00	14	0	0	314	327	412	425	0.008	28.2
seq9	seq2	100.00	244	0	0	1	244	241	484	4e-140	 484
seq9	seq2	100.00	240	0	0	241	480	1	240	1e-137	 476
seq9	seq2	100.00	18	0	0	481	498	481	498	3e-05	36.2
seq9	seq2	100.00	14	0	0	314	327	87	74	0.008	28.2
seq9	C_seq1	100.00	244	0	0	1	244	258	15	4e-140	 484
seq9	C_seq1	100.00	240	0	0	241	480	498	259	1e-137	 476
seq9	C_seq1	100.00	18	0	0	481	498	18	1	3e-05	36.2
seq9	C_seq1	100.00	14	0	0	314	327	412	425	0.008	28.2
seq9	seq6	100.00	235	0	0	241	475	1	235	1e-134	 466
seq9	seq6	100.00	14	0	0	314	327	87	74	0.008	28.2
seq9	seq7	100.00	229	0	0	241	469	1	229	4e-131	 454
seq9	seq7	100.00	14	0	0	314	327	87	74	0.008	28.2
seq9	C_seq8	100.00	225	0	0	241	465	225	1	9e-129	 446
seq9	C_seq8	100.00	14	0	0	314	327	139	152	0.008	28.2
seq10	seq10	100.00	516	0	0	1	516	1	516	0.0	 910
seq10	seq10	100.00	14	0	0	74	87	87	74	0.008	28.2
seq10	C_seq5	96.51	516	0	1	1	516	498	1	0.0	 900
seq10	C_seq5	100.00	14	0	0	74	87	412	425	0.008	28.2
seq10	seq4	96.51	516	0	1	1	516	1	498	0.0	 900
seq10	seq4	100.00	14	0	0	74	87	87	74	0.008	28.2
seq10	seq2	96.51	516	0	1	1	516	1	498	0.0	 900
seq10	seq2	100.00	14	0	0	74	87	87	74	0.008	28.2
seq10	C_seq1	96.51	516	0	1	1	516	498	1	0.0	 900
seq10	C_seq1	100.00	14	0	0	74	87	412	425	0.008	28.2
seq10	seq12	100.00	456	0	0	61	516	1	456	0.0	 791
seq10	seq12	100.00	14	0	0	74	87	27	14	0.008	28.2
seq10	C_seq11	100.00	456	0	0	61	516	456	1	0.0	 791
seq10	C_seq11	100.00	14	0	0	74	87	430	443	0.008	28.2
seq10	C_seq3	96.05	456	0	1	61	516	438	1	0.0	 781
seq10	C_seq3	100.00	14	0	0	74	87	412	425	0.008	28.2
seq10	seq9	100.00	244	0	0	259	502	1	244	4e-140	 484
seq10	seq9	100.00	239	0	0	1	239	241	479	4e-137	 474
seq10	seq9	100.00	18	0	0	499	516	481	498	3e-05	36.2
seq10	seq9	100.00	14	0	0	74	87	327	314	0.008	28.2
seq10	seq6	100.00	235	0	0	1	235	1	235	1e-134	 466
seq10	seq6	100.00	14	0	0	74	87	87	74	0.008	28.2
seq10	seq7	100.00	229	0	0	1	229	1	229	4e-131	 454
seq10	seq7	100.00	14	0	0	74	87	87	74	0.008	28.2
seq10	C_seq8	100.00	225	0	0	1	225	225	1	1e-128	 446
seq10	C_seq8	100.00	14	0	0	74	87	139	152	0.008	28.2
C_seq11	seq12	100.00	456	0	0	1	456	456	1	0.0	 791
C_seq11	seq12	100.00	14	0	0	430	443	14	27	0.007	28.2
C_seq11	C_seq11	100.00	456	0	0	1	456	1	456	0.0	 791
C_seq11	C_seq11	100.00	14	0	0	430	443	443	430	0.007	28.2
C_seq11	seq10	100.00	456	0	0	1	456	516	61	0.0	 791
C_seq11	seq10	100.00	14	0	0	430	443	74	87	0.007	28.2
C_seq11	C_seq5	96.05	456	0	1	1	456	1	438	0.0	 781
C_seq11	C_seq5	100.00	14	0	0	430	443	425	412	0.007	28.2
C_seq11	seq4	96.05	456	0	1	1	456	498	61	0.0	 781
C_seq11	seq4	100.00	14	0	0	430	443	74	87	0.007	28.2
C_seq11	C_seq3	96.05	456	0	1	1	456	1	438	0.0	 781
C_seq11	C_seq3	100.00	14	0	0	430	443	425	412	0.007	28.2
C_seq11	seq2	96.05	456	0	1	1	456	498	61	0.0	 781
C_seq11	seq2	100.00	14	0	0	430	443	74	87	0.007	28.2
C_seq11	C_seq1	96.05	456	0	1	1	456	1	438	0.0	 781
C_seq11	C_seq1	100.00	14	0	0	430	443	425	412	0.007	28.2
C_seq11	seq9	100.00	244	0	0	15	258	244	1	4e-140	 484
C_seq11	seq9	100.00	179	0	0	278	456	479	301	2e-101	 355
C_seq11	seq9	100.00	18	0	0	1	18	498	481	3e-05	36.2
C_seq11	seq9	100.00	14	0	0	430	443	314	327	0.007	28.2
C_seq11	seq6	100.00	175	0	0	282	456	235	61	6e-99	 347
C_seq11	seq6	100.00	14	0	0	430	443	74	87	0.007	28.2
C_seq11	seq7	100.00	169	0	0	288	456	229	61	2e-95	 335
C_seq11	seq7	100.00	14	0	0	430	443	74	87	0.007	28.2
C_seq11	C_seq8	100.00	165	0	0	292	456	1	165	5e-93	 327
C_seq11	C_seq8	100.00	14	0	0	430	443	152	139	0.007	28.2
seq12	seq12	100.00	456	0	0	1	456	1	456	0.0	 791
seq12	seq12	100.00	14	0	0	14	27	27	14	0.007	28.2
seq12	C_seq11	100.00	456	0	0	1	456	456	1	0.0	 791
seq12	C_seq11	100.00	14	0	0	14	27	430	443	0.007	28.2
seq12	seq10	100.00	456	0	0	1	456	61	516	0.0	 791
seq12	seq10	100.00	14	0	0	14	27	87	74	0.007	28.2
seq12	C_seq5	96.05	456	0	1	1	456	438	1	0.0	 781
seq12	C_seq5	100.00	14	0	0	14	27	412	425	0.007	28.2
seq12	seq4	96.05	456	0	1	1	456	61	498	0.0	 781
seq12	seq4	100.00	14	0	0	14	27	87	74	0.007	28.2
seq12	C_seq3	96.05	456	0	1	1	456	438	1	0.0	 781
seq12	C_seq3	100.00	14	0	0	14	27	412	425	0.007	28.2
seq12	seq2	96.05	456	0	1	1	456	61	498	0.0	 781
seq12	seq2	100.00	14	0	0	14	27	87	74	0.007	28.2
seq12	C_seq1	96.05	456	0	1	1	456	438	1	0.0	 781
seq12	C_seq1	100.00	14	0	0	14	27	412	425	0.007	28.2
seq12	seq9	100.00	244	0	0	199	442	1	244	4e-140	 484
seq12	seq9	100.00	179	0	0	1	179	301	479	2e-101	 355
seq12	seq9	100.00	18	0	0	439	456	481	498	3e-05	36.2
seq12	seq9	100.00	14	0	0	14	27	327	314	0.007	28.2
seq12	seq6	100.00	175	0	0	1	175	61	235	6e-99	 347
seq12	seq6	100.00	14	0	0	14	27	87	74	0.007	28.2
seq12	seq7	100.00	169	0	0	1	169	61	229	2e-95	 335
seq12	seq7	100.00	14	0	0	14	27	87	74	0.007	28.2
seq12	C_seq8	100.00	165	0	0	1	165	165	1	5e-93	 327
seq12	C_seq8	100.00	14	0	0	14	27	139	152	0.007	28.2
